"Pokemon","Fast Move","Charged Move","DPS","TDO","DPS^3*TDO","CP"
"Shadow Sealeo","Powder Snow","Water Pulse","8.565","161.6","101.6","1714"
"Shadow Flaaffy","Charge Beam","Power Gem","9.283","124.5","99.6","1521"
"Shadow Machop","Rock Smash","Brick Break","9.85","103.3","98.7","1278"
"Shadow Poliwhirl","Bubble","Bubble Beam","9.131","129.7","98.7","1419"
"Shadow Koffing","Tackle","Sludge Bomb","9.486","115.5","98.6","1214"
"Shadow Sealeo","Powder Snow","Body Slam","8.498","160.4","98.4","1714"
"Shadow Gligar","Fury Cutter","Night Slash","8.321","170.5","98.2","1857"
"Shadow Trapinch","Struggle Bug","Dig","10.615","81.6","97.6","1274"
"Shadow Kabuto","Scratch","Ancient Power","9.814","102.9","97.3","1370"
"Shadow Grimer","Poison Jab","Mud Bomb","9.394","116.9","96.9","1374"
"Shadow Omanyte","Mud Shot","Brine","9.429","115.4","96.8","1544"
"Shadow Turtwig","Razor Leaf","Seed Bomb","9.546","111.1","96.6","1187"
"Shadow Wartortle","Water Gun","Ice Beam","8.733","144.2","96","1488"
"Shadow Jumpluff","Infestation","Energy Ball","8.083","181.4","95.8","1636"
"Shadow Koffing","Infestation","Sludge Bomb","9.412","114.6","95.6","1214"
"Shadow Slowpoke","Confusion","Psyshock","8.997","130.5","95.1","1226"
"Shadow Porygon","Hidden Power (Fire)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Fighting)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Water)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Flying)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Grass)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Poison)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Electric)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Ground)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Psychic)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Rock)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Ice)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Bug)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Dragon)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Ghost)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Dark)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Porygon","Hidden Power (Steel)","Signal Beam","8.844","137.5","95.1","1720"
"Shadow Jumpluff","Infestation","Dazzling Gleam","8.061","180.9","94.8","1636"
"Shadow Slowpoke","Water Gun","Psyshock","8.985","130.4","94.6","1226"
"Shadow Vibrava","Dragon Breath","Bulldoze","9.841","98.6","94","1225"
"Shadow Jumpluff","Infestation","Aerial Ace","8.044","180.5","94","1636"
"Shadow Persian","Feint Attack","Night Slash","8.809","136.9","93.6","1689"
"Shadow Jumpluff","Bullet Seed","Energy Ball","8.023","180.1","93","1636"
"Shadow Porygon","Hidden Power (Fire)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Fighting)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Water)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Flying)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Grass)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Poison)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Electric)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Ground)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Psychic)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Rock)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Ice)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Bug)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Dragon)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Ghost)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Dark)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Porygon","Hidden Power (Steel)","Zap Cannon","8.774","136.4","92.1","1720"
"Shadow Jumpluff","Bullet Seed","Dazzling Gleam","7.996","179.5","91.7","1636"
"Shadow Jumpluff","Bullet Seed","Aerial Ace","7.982","179.1","91.1","1636"
"Shadow Bulbasaur","Tackle","Sludge Bomb","9.665","100.7","90.9","1115"
"Shadow Porygon","Charge Beam","Signal Beam","8.746","135.9","90.9","1720"
"Shadow Bulbasaur","Vine Whip","Seed Bomb","9.658","100.6","90.7","1115"
"Shadow Porygon","Charge Beam","Zap Cannon","8.723","135.6","90","1720"
"Shadow Forretress","Bug Bite","Sand Tomb","7.747","193.2","89.8","2282"
"Shadow Stunky","Bite","Crunch","9.545","101.4","88.2","1151"
"Shadow Dugtrio","Sucker Punch","Stone Edge","9.451","104","87.8","1567"
"Shadow Aipom","Scratch","Swift","9.265","109.6","87.1","1348"
"Shadow Teddiursa","Scratch","Crunch","9.51","101","86.9","1328"
"Shadow Poliwhirl","Bubble","Scald","8.832","125.5","86.4","1419"
"Shadow Mareep","Thunder Shock","Thunderbolt","9.959","87.2","86.1","991"
"Shadow Wartortle","Bite","Ice Beam","8.497","140.3","86.1","1488"
"Shadow Omanyte","Mud Shot","Rock Tomb","9.133","111.8","85.2","1544"
"Shadow Sableye","Shadow Claw","Shadow Sneak","8.949","118.8","85.1","1476"
"Shadow Exeggcute","Bullet Seed","Psychic","8.864","122","85","1175"
"Shadow Kabuto","Mud Shot","Ancient Power","9.478","99.4","84.6","1370"
"Shadow Trapinch","Mud Shot","Crunch","10.225","78.6","84.1","1274"
"Shadow Mawile","Ice Fang","Power-Up Punch","8.85","121.4","84.1","1634"
"Shadow Kirlia","Confusion","Psychic","10.117","80.5","83.3","966"
"Shadow Psyduck","Water Gun","Aqua Tail","9.627","93.1","83","1106"
"Shadow Turtwig","Tackle","Seed Bomb","9.139","106.4","81.2","1187"
"Shadow Mareep","Thunder Shock","Discharge","9.798","85.8","80.7","991"
"Shadow Aipom","Scratch","Aerial Ace","9.085","107.4","80.5","1348"
"Shadow Poliwhirl","Bubble","Water Pulse","8.66","123","79.9","1419"
"Shadow Snover","Ice Shard","Ice Beam","9.051","106.8","79.2","1159"
"Shadow Machop","Karate Chop","Low Sweep","9.318","97.7","79.1","1278"
"Shadow Mawile","Astonish","Power-Up Punch","8.715","119.5","79.1","1634"
"Shadow Poliwhirl","Mud Shot","Bubble Beam","8.638","122.7","79.1","1419"
"Shadow Kabuto","Scratch","Rock Tomb","9.311","97.7","78.8","1370"
"Shadow Forretress","Struggle Bug","Sand Tomb","7.495","186.9","78.7","2282"
"Shadow Stunky","Scratch","Crunch","9.252","98.3","77.9","1151"
"Shadow Delibird","Quick Attack","Ice Punch","9.724","84.4","77.6","1094"
"Shadow Stunky","Bite","Flamethrower","9.237","98.2","77.4","1151"
"Shadow Exeggcute","Confusion","Seed Bomb","8.661","119.2","77.4","1175"
"Shadow Machop","Low Kick","Low Sweep","9.238","96.9","76.4","1278"
"Shadow Abra","Charge Beam","Signal Beam","10.579","64.1","75.9","1342"
"Shadow Grimer","Mud Slap","Mud Bomb","8.838","110","75.9","1374"
"Shadow Teddiursa","Lick","Cross Chop","9.18","97.5","75.4","1328"
"Shadow Aron","Tackle","Iron Head","8.611","118.1","75.4","1307"
"Shadow Delibird","Ice Shard","Ice Punch","9.643","83.7","75.1","1094"
"Shadow Dusclops","Hex","Shadow Punch","7.88","153.2","74.9","1591"
"Shadow Porygon","Zen Headbutt","Psybeam","8.326","129.4","74.7","1720"
"Shadow Snover","Powder Snow","Ice Beam","8.918","105.2","74.6","1159"
"Shadow Nidorino","Poison Jab","Dig","8.797","109.6","74.6","1393"
"Shadow Turtwig","Razor Leaf","Energy Ball","8.934","104","74.2","1187"
"Shadow Machop","Rock Smash","Low Sweep","9.164","96.1","74","1278"
"Shadow Mareep","Tackle","Discharge","9.577","83.8","73.6","991"
"Shadow Vibrava","Mud Shot","Bulldoze","9.249","92.7","73.3","1225"
"Shadow Teddiursa","Lick","Crunch","9.113","96.8","73.2","1328"
"Shadow Mareep","Tackle","Thunderbolt","9.559","83.7","73.1","991"
"Shadow Dusclops","Feint Attack","Shadow Punch","7.827","152.1","72.9","1591"
"Shadow Vibrava","Dragon Breath","Bug Buzz","9.206","92.3","72","1225"
"Shadow Trapinch","Struggle Bug","Crunch","9.818","75.5","71.5","1274"
"Shadow Koffing","Acid","Sludge","8.75","106.6","71.4","1214"
"Shadow Growlithe","Bite","Body Slam","9.161","92.1","70.8","1243"
"Shadow Sableye","Feint Attack","Shadow Sneak","8.547","113.4","70.8","1476"
"Shadow Poliwhirl","Bubble","Mud Bomb","8.403","119.4","70.8","1419"
"Shadow Poliwhirl","Mud Shot","Scald","8.401","119.3","70.8","1419"
"Shadow Sandshrew","Scratch","Dig","8.77","104.1","70.2","1261"
"Shadow Ekans","Acid","Sludge Bomb","9.601","78.4","69.3","927"
"Shadow Aron","Metal Claw","Body Slam","8.427","115.6","69.2","1307"
"Shadow Nidorino","Poison Jab","Horn Attack","8.624","107.5","68.9","1393"
"Shadow Bulbasaur","Tackle","Seed Bomb","9.006","93.8","68.5","1115"
"Shadow Dusclops","Hex","Ice Punch","7.706","149.8","68.5","1591"
"Shadow Sandshrew","Mud Shot","Dig","8.714","103.4","68.4","1261"
"Shadow Aron","Metal Claw","Rock Tomb","8.4","115.2","68.3","1307"
"Shadow Vulpix","Quick Attack","Weather Ball Fire","9.231","86.7","68.2","883"
"Shadow Growlithe","Ember","Body Slam","9.069","91.2","68","1243"
"Shadow Carvanha","Bite","Aqua Jet","11.095","49.5","67.7","1020"
"Shadow Dusclops","Feint Attack","Ice Punch","7.677","149.2","67.5","1591"
"Shadow Sandshrew","Scratch","Rock Slide","8.679","103","67.3","1261"
"Shadow Dusclops","Hex","Fire Punch","7.669","149.1","67.2","1591"
"Shadow Porygon","Hidden Power (Fire)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Fighting)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Water)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Flying)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Grass)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Poison)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Electric)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Ground)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Psychic)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Rock)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Ice)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Bug)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Dragon)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Ghost)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Dark)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Porygon","Hidden Power (Steel)","Psybeam","8.095","125.8","66.8","1720"
"Shadow Dusclops","Feint Attack","Fire Punch","7.649","148.7","66.5","1591"
"Shadow Snorlax","Yawn","Earthquake","6.503","238.7","65.7","3225"
"Shadow Bagon","Bite","Flamethrower","9.234","82.5","64.9","1156"
"Shadow Sandshrew","Mud Shot","Rock Slide","8.598","102","64.8","1261"
"Shadow Mawile","Fire Fang","Vise Grip","8.291","113.7","64.8","1634"
"Shadow Anorith","Scratch","Aqua Jet","9.066","86.2","64.3","1529"
"Shadow Delibird","Quick Attack","Aerial Ace","9.271","80.5","64.2","1094"
"Shadow Poliwhirl","Mud Shot","Water Pulse","8.174","116.1","63.4","1419"
"Shadow Cacnea","Sucker Punch","Brick Break","9.485","74.2","63.3","1242"
"Shadow Vulpix","Ember","Weather Ball Fire","9.053","85","63.1","883"
"Shadow Delibird","Ice Shard","Aerial Ace","9.229","80.1","63","1094"
"Shadow Growlithe","Bite","Flame Wheel","8.894","89.4","62.9","1243"
"Shadow Kirlia","Charge Beam","Psychic","9.402","74.8","62.2","966"
"Shadow Kabuto","Mud Shot","Rock Tomb","8.764","91.9","61.9","1370"
"Shadow Psyduck","Zen Headbutt","Aqua Tail","8.938","86.4","61.7","1106"
"Shadow Aipom","Scratch","Low Sweep","8.488","100.4","61.4","1348"
"Shadow Carvanha","Snarl","Aqua Jet","10.813","48.3","61","1020"
"Shadow Ekans","Poison Sting","Sludge Bomb","9.299","75.9","61","927"
"Shadow Turtwig","Tackle","Energy Ball","8.505","99","60.9","1187"
"Shadow Drowzee","Confusion","Psychic","8.002","118.8","60.9","1040"
"Shadow Porygon","Charge Beam","Psybeam","7.905","122.9","60.7","1720"
"Shadow Oddish","Razor Leaf","Moonblast","8.705","91.4","60.3","1228"
"Shadow Growlithe","Ember","Flame Wheel","8.794","88.4","60.1","1243"
"Shadow Mawile","Bite","Vise Grip","8.132","111.5","60","1634"
"Shadow Turtwig","Razor Leaf","Body Slam","8.468","98.6","59.8","1187"
"Shadow Stunky","Scratch","Flamethrower","8.647","91.9","59.4","1151"
"Shadow Exeggcute","Bullet Seed","Seed Bomb","8.078","111.2","58.6","1175"
"Shadow Drowzee","Pound","Psychic","7.894","117.2","57.7","1040"
"Shadow Nidoran♂","Poison Sting","Sludge Bomb","9.322","71.1","57.6","860"
"Shadow Anorith","Struggle Bug","Aqua Jet","8.819","83.9","57.5","1529"
"Shadow Poliwhirl","Mud Shot","Mud Bomb","7.969","113.2","57.3","1419"
"Shadow Shuppet","Feint Attack","Ominous Wind","9.66","63.5","57.2","1018"
"Shadow Nidorino","Poison Sting","Dig","8.227","102.5","57.1","1393"
"Shadow Slowpoke","Confusion","Water Pulse","7.922","114.9","57.1","1226"
"Shadow Snover","Ice Shard","Energy Ball","8.336","98.3","57","1159"
"Shadow Koffing","Tackle","Sludge","8.268","100.7","56.9","1214"
"Shadow Kabuto","Scratch","Aqua Jet","8.56","89.8","56.3","1370"
"Shadow Oddish","Acid","Moonblast","8.551","89.8","56.2","1228"
"Shadow Wartortle","Water Gun","Aqua Jet","7.635","126.1","56.1","1488"
"Shadow Carvanha","Bite","Poison Fang","10.567","47.2","55.7","1020"
"Shadow Charmander","Scratch","Flamethrower","9.044","75.1","55.6","980"
"Shadow Cacnea","Poison Sting","Brick Break","9.177","71.8","55.5","1242"
"Shadow Skiploom","Tackle","Grass Knot","8.149","102.4","55.4","976"
"Shadow Slowpoke","Water Gun","Water Pulse","7.836","113.7","54.7","1226"
"Shadow Charmander","Ember","Flamethrower","9.002","74.8","54.6","980"
"Shadow Vibrava","Mud Shot","Bug Buzz","8.56","85.8","53.8","1225"
"Shadow Mudkip","Water Gun","Stomp","8.672","82.3","53.7","1128"
"Shadow Koffing","Acid","Dark Pulse","8.133","99.1","53.3","1214"
"Shadow Wartortle","Bite","Aqua Jet","7.519","124.2","52.8","1488"
"Shadow Koffing","Infestation","Sludge","8.078","98.4","51.9","1214"
"Shadow Snover","Powder Snow","Energy Ball","8.125","95.9","51.4","1159"
"Shadow Shuppet","Astonish","Ominous Wind","9.4","61.8","51.3","1018"
"Shadow Skiploom","Bullet Seed","Grass Knot","7.987","100.4","51.2","976"
"Shadow Aron","Tackle","Body Slam","7.803","107","50.8","1307"
"Shadow Aron","Tackle","Rock Tomb","7.786","106.8","50.4","1307"
"Shadow Bagon","Bite","Crunch","8.653","77.3","50.1","1156"
"Shadow Delibird","Present","Ice Punch","8.705","75.6","49.9","1094"
"Shadow Lileep","Acid","Ancient Power","7.326","125.8","49.5","1291"
"Shadow Trapinch","Mud Shot","Sand Tomb","8.954","68.9","49.4","1274"
"Shadow Bagon","Ember","Flamethrower","8.625","77","49.4","1156"
"Shadow Venonat","Bug Bite","Signal Beam","8.083","91.4","48.3","1004"
"Shadow Carvanha","Snarl","Poison Fang","10.157","45.4","47.5","1020"
"Shadow Nidorina","Bite","Poison Fang","7.529","109.9","46.9","1309"
"Shadow Psyduck","Water Gun","Cross Chop","8.339","80.6","46.7","1106"
"Shadow Dratini","Dragon Breath","Aqua Tail","8.644","72.1","46.5","1004"
"Shadow Mudkip","Water Gun","Sludge","8.339","79.2","45.9","1128"
"Shadow Nidorino","Poison Sting","Horn Attack","7.79","97.1","45.9","1393"
"Shadow Lileep","Infestation","Ancient Power","7.179","123.3","45.6","1291"
"Shadow Nidoran♂","Peck","Sludge Bomb","8.764","66.9","45","860"
"Shadow Larvitar","Bite","Ancient Power","8.298","78.8","45","1040"
"Shadow Turtwig","Tackle","Body Slam","7.874","91.6","44.7","1187"
"Shadow Lileep","Bullet Seed","Ancient Power","7.14","122.6","44.6","1291"
"Shadow Aipom","Astonish","Aerial Ace","7.822","92.5","44.3","1348"
"Shadow Bellsprout","Vine Whip","Wrap","9.021","60.3","44.2","1033"
"Shadow Charmander","Scratch","Flame Burst","8.537","70.9","44.1","980"
"Shadow Trapinch","Struggle Bug","Sand Tomb","8.688","66.8","43.8","1274"
"Shadow Shuppet","Feint Attack","Night Shade","9.033","59.3","43.7","1018"
"Shadow Delibird","Present","Aerial Ace","8.383","72.8","42.9","1094"
"Shadow Kabuto","Mud Shot","Aqua Jet","7.98","83.7","42.5","1370"
"Shadow Charmander","Ember","Flame Burst","8.455","70.2","42.4","980"
"Shadow Nidorina","Bite","Dig","7.34","107.2","42.4","1309"
"Shadow Aipom","Astonish","Swift","7.726","91.4","42.1","1348"
"Shadow Drowzee","Confusion","Psyshock","7.298","108.3","42.1","1040"
"Shadow Nidorina","Poison Sting","Poison Fang","7.322","106.9","42","1309"
"Shadow Bagon","Ember","Crunch","8.274","73.9","41.9","1156"
"Shadow Bellsprout","Acid","Wrap","8.893","59.4","41.8","1033"
"Shadow Mudkip","Tackle","Stomp","8.121","77.1","41.3","1128"
"Shadow Koffing","Tackle","Dark Pulse","7.601","92.6","40.7","1214"
"Shadow Drowzee","Pound","Psyshock","7.2","106.9","39.9","1040"
"Shadow Delibird","Ice Shard","Icy Wind","8.213","71.3","39.5","1094"
"Shadow Snover","Ice Shard","Stomp","7.599","89.6","39.3","1159"
"Shadow Delibird","Quick Attack","Icy Wind","8.195","71.2","39.2","1094"
"Shadow Vibrava","Dragon Breath","Sand Tomb","7.893","79.1","38.9","1225"
"Shadow Nidorina","Poison Sting","Dig","7.186","104.9","38.9","1309"
"Shadow Ekans","Acid","Gunk Shot","8.291","67.7","38.6","927"
"Shadow Shellder","Tackle","Bubble Beam","7.859","79.2","38.5","1080"
"Shadow Mudkip","Tackle","Sludge","7.969","75.7","38.3","1128"
"Shadow Larvitar","Rock Smash","Ancient Power","7.96","75.6","38.1","1040"
"Shadow Mudkip","Water Gun","Dig","7.955","75.5","38","1128"
"Shadow Sandshrew","Scratch","Rock Tomb","7.513","89.2","37.8","1261"
"Shadow Nidoran♀","Poison Sting","Sludge Bomb","7.894","76.4","37.6","816"
"Shadow Shuppet","Astonish","Night Shade","8.69","57.1","37.5","1018"
"Shadow Rattata","Quick Attack","Hyper Fang","8.974","51.6","37.3","734"
"Shadow Rattata","Tackle","Hyper Fang","8.923","51.3","36.5","734"
"Shadow Mareep","Thunder Shock","Body Slam","8.027","70.3","36.3","991"
"Shadow Nidoran♀","Bite","Sludge Bomb","7.808","75.6","36","816"
"Shadow Nosepass","Rock Throw","Rock Slide","6.936","107.9","36","993"
"Shadow Koffing","Infestation","Dark Pulse","7.361","89.7","35.8","1214"
"Shadow Larvitar","Bite","Stomp","7.813","74.2","35.4","1040"
"Shadow Venonat","Confusion","Signal Beam","7.46","84.3","35","1004"
"Shadow Pineco","Bug Bite","Gyro Ball","7.326","88.2","34.7","1108"
"Shadow Dratini","Iron Tail","Aqua Tail","7.995","66.7","34.1","1004"
"Shadow Mareep","Tackle","Body Slam","7.858","68.8","33.4","991"
"Shadow Squirtle","Bubble","Aqua Tail","7.393","82.6","33.4","946"
"Shadow Mawile","Ice Fang","Vise Grip","7.026","96.4","33.4","1634"
"Shadow Shuppet","Feint Attack","Shadow Sneak","8.436","55.4","33.3","1018"
"Shadow Sandshrew","Mud Shot","Rock Tomb","7.261","86.2","33","1261"
"Shadow Bagon","Bite","Twister","7.783","69.5","32.8","1156"
"Shadow Mudkip","Tackle","Dig","7.664","72.8","32.7","1128"
"Shadow Vulpix","Quick Attack","Flamethrower","7.647","71.8","32.1","883"
"Shadow Larvitar","Bite","Crunch","7.625","72.4","32.1","1040"
"Shadow Charmander","Scratch","Flame Charge","7.874","65.4","31.9","980"
"Shadow Spheal","Water Gun","Aurora Beam","7.277","82.6","31.8","962"
"Shadow Cubone","Mud Slap","Bone Club","6.89","96.3","31.5","1019"
"Shadow Sandshrew","Scratch","Sand Tomb","7.17","85.1","31.4","1261"
"Shadow Vibrava","Mud Shot","Sand Tomb","7.47","74.9","31.2","1225"
"Shadow Shellder","Ice Shard","Bubble Beam","7.458","75.2","31.2","1080"
"Shadow Vulpix","Ember","Flamethrower","7.586","71.3","31.1","883"
"Shadow Squirtle","Tackle","Aqua Tail","7.265","81.1","31.1","946"
"Shadow Psyduck","Water Gun","Psybeam","7.524","72.7","31","1106"
"Shadow Mawile","Astonish","Vise Grip","6.894","94.5","31","1634"
"Shadow Kirlia","Confusion","Disarming Voice","7.892","62.8","30.9","966"
"Shadow Ekans","Poison Sting","Gunk Shot","7.843","64","30.9","927"
"Shadow Dratini","Dragon Breath","Wrap","7.772","64.8","30.4","1004"
"Shadow Shellder","Tackle","Water Pulse","7.411","74.7","30.4","1080"
"Shadow Charmander","Ember","Flame Charge","7.773","64.6","30.3","980"
"Shadow Psyduck","Zen Headbutt","Cross Chop","7.467","72.2","30.1","1106"
"Shadow Snover","Powder Snow","Stomp","7.105","83.8","30.1","1159"
"Shadow Exeggcute","Confusion","Ancient Power","6.826","94","29.9","1175"
"Shadow Cubone","Mud Slap","Bulldoze","6.798","95","29.9","1019"
"Shadow Rattata","Tackle","Body Slam","8.486","48.8","29.8","734"
"Shadow Rattata","Quick Attack","Body Slam","8.469","48.7","29.6","734"
"Shadow Shuppet","Astonish","Shadow Sneak","8.185","53.8","29.5","1018"
"Shadow Cubone","Mud Slap","Dig","6.762","94.5","29.2","1019"
"Shadow Meowth","Scratch","Body Slam","7.943","57.7","28.9","748"
"Shadow Sandshrew","Mud Shot","Sand Tomb","7.002","83.1","28.5","1261"
"Shadow Nosepass","Rock Throw","Thunderbolt","6.518","101.4","28.1","993"
"Shadow Spheal","Water Gun","Body Slam","7.042","80","27.9","962"
"Shadow Nosepass","Rock Throw","Rock Blast","6.483","100.9","27.5","993"
"Shadow Delibird","Present","Icy Wind","7.495","65.1","27.4","1094"
"Shadow Spheal","Water Gun","Water Pulse","7.002","79.5","27.3","962"
"Shadow Aipom","Astonish","Low Sweep","6.91","81.7","27","1348"
"Shadow Larvitar","Rock Smash","Crunch","7.281","69.1","26.7","1040"
"Shadow Skiploom","Tackle","Energy Ball","6.785","85.3","26.6","976"
"Shadow Skiploom","Tackle","Dazzling Gleam","6.78","85.2","26.6","976"
"Shadow Venonat","Bug Bite","Poison Fang","6.961","78.7","26.5","1004"
"Shadow Pineco","Tackle","Gyro Ball","6.839","82.4","26.3","1108"
"Shadow Pineco","Bug Bite","Rock Tomb","6.837","82.3","26.3","1108"
"Shadow Drowzee","Confusion","Psybeam","6.487","96.3","26.3","1040"
"Shadow Nosepass","Spark","Rock Slide","6.388","99.4","25.9","993"
"Shadow Lileep","Acid","Mirror Coat","6.233","107.1","25.9","1291"
"Shadow Bagon","Ember","Twister","7.33","65.5","25.8","1156"
"Shadow Dratini","Dragon Breath","Twister","7.41","61.8","25.1","1004"
"Shadow Larvitar","Rock Smash","Stomp","7.15","67.9","24.8","1040"
"Shadow Ekans","Acid","Poison Fang","7.391","60.3","24.4","927"
"Shadow Shellder","Ice Shard","Water Pulse","7.016","70.7","24.4","1080"
"Shadow Meowth","Scratch","Foul Play","7.604","55.2","24.3","748"
"Shadow Dratini","Iron Tail","Wrap","7.348","61.3","24.3","1004"
"Shadow Poliwag","Bubble","Bubble Beam","7.494","56.8","23.9","829"
"Shadow Meowth","Bite","Body Slam","7.566","54.9","23.8","748"
"Shadow Drowzee","Pound","Psybeam","6.312","93.7","23.6","1040"
"Shadow Kirlia","Charge Beam","Disarming Voice","7.372","58.6","23.5","966"
"Shadow Zubat","Quick Attack","Sludge Bomb","7.62","52.4","23.2","667"
"Shadow Skiploom","Bullet Seed","Energy Ball","6.556","82.4","23.2","976"
"Shadow Zubat","Bite","Sludge Bomb","7.611","52.3","23.1","667"
"Shadow Skiploom","Bullet Seed","Dazzling Gleam","6.538","82.2","23","976"
"Shadow Spheal","Rock Smash","Aurora Beam","6.699","76.1","22.9","962"
"Shadow Nidoran♂","Poison Sting","Body Slam","7.373","56.3","22.5","860"
"Shadow Psyduck","Zen Headbutt","Psybeam","6.934","67","22.4","1106"
"Shadow Exeggcute","Bullet Seed","Ancient Power","6.311","86.9","21.8","1175"
"Shadow Lileep","Infestation","Mirror Coat","5.9","101.3","20.8","1291"
"Shadow Diglett","Mud Slap","Mud Bomb","8.262","36.4","20.5","676"
"Shadow Poliwag","Mud Shot","Bubble Beam","7.205","54.6","20.4","829"
"Shadow Venonat","Bug Bite","Psybeam","6.502","73.5","20.2","1004"
"Shadow Cubone","Rock Smash","Dig","6.164","86.2","20.2","1019"
"Shadow Dratini","Iron Tail","Twister","6.999","58.3","20","1004"
"Shadow Ekans","Acid","Wrap","7.031","57.4","19.9","927"
"Shadow Squirtle","Bubble","Water Pulse","6.493","72.5","19.9","946"
"Shadow Pineco","Tackle","Rock Tomb","6.373","76.7","19.9","1108"
"Shadow Lileep","Bullet Seed","Mirror Coat","5.831","100.2","19.9","1291"
"Shadow Venonat","Confusion","Poison Fang","6.471","73.2","19.8","1004"
"Shadow Spheal","Rock Smash","Body Slam","6.452","73.3","19.7","962"
"Shadow Poliwag","Bubble","Body Slam","7.105","53.8","19.3","829"
"Shadow Spheal","Rock Smash","Water Pulse","6.41","72.8","19.2","962"
"Shadow Ekans","Poison Sting","Poison Fang","6.957","56.8","19.1","927"
"Shadow Cubone","Rock Smash","Bulldoze","6.081","85","19.1","1019"
"Shadow Cubone","Rock Smash","Bone Club","6.069","84.8","19","1019"
"Shadow Diglett","Scratch","Mud Bomb","8.081","35.6","18.8","676"
"Shadow Nidoran♂","Peck","Body Slam","7.044","53.8","18.8","860"
"Shadow Meowth","Bite","Foul Play","7.111","51.6","18.6","748"
"Shadow Squirtle","Tackle","Water Pulse","6.39","71.4","18.6","946"
"Shadow Nosepass","Spark","Rock Blast","5.851","91","18.2","993"
"Shadow Diglett","Mud Shot","Mud Bomb","7.989","35.2","18","676"
"Shadow Vulpix","Ember","Body Slam","6.608","62.1","17.9","883"
"Shadow Nosepass","Spark","Thunderbolt","5.816","90.5","17.8","993"
"Shadow Meowth","Scratch","Dark Pulse","7.007","50.9","17.5","748"
